  0.000000e+000  0.000000e+000
 -3.238108e-004 -1.759963e-003
 -6.125062e-004 -2.334514e-003
 -8.461708e-004 -2.411544e-003
 -1.029256e-003 -2.251975e-003
 -1.166674e-003 -1.971111e-003
 -1.263978e-003 -1.627595e-003
 -1.326293e-003 -1.253444e-003
 -1.358090e-003 -8.669746e-004
 -1.363191e-003 -4.789616e-004
 -1.344839e-003 -9.581199e-005
 -1.305775e-003  2.786930e-004
 -1.257074e-003  6.478252e-004
 -1.180107e-003  9.948799e-004
 -1.091242e-003  1.335408e-003
 -9.888753e-004  1.662763e-003
 -8.744806e-004  1.977698e-003
 -7.490662e-004  2.280551e-003
 -6.135326e-004  2.571839e-003
 -4.686518e-004  2.852113e-003
 -3.150910e-004  3.121944e-003
 -1.534271e-004  3.381904e-003
  1.583972e-005  3.632551e-003
  1.922758e-004  3.874431e-003
  3.755044e-004  4.108063e-003
  5.651984e-004  4.333946e-003
  7.610735e-004  4.552552e-003
  9.628834e-004  4.764328e-003
  1.170414e-003  4.969695e-003
  1.383483e-003  5.169050e-003
  1.601929e-003  5.362767e-003
  1.825618e-003  5.551198e-003
  2.054435e-003  5.734671e-003
  2.288282e-003  5.913500e-003
  2.527079e-003  6.087973e-003
  2.770760e-003  6.258367e-003
  3.019275e-003  6.424939e-003
  3.272582e-003  6.587931e-003
  3.530654e-003  6.747572e-003
  3.793474e-003  6.904077e-003
  4.061033e-003  7.057649e-003
  4.333335e-003  7.208479e-003
  4.610387e-003  7.356748e-003
  4.892208e-003  7.502627e-003
  5.178825e-003  7.646278e-003
  5.470270e-003  7.787853e-003
  5.766585e-003  7.927499e-003
  6.067816e-003  8.065352e-003
  6.374017e-003  8.201546e-003
  6.685250e-003  8.336204e-003
  7.001583e-003  8.469447e-003
