0.00E+00	0.00E+00
-3.24E-04	-1.76E-03
-6.13E-04	-2.33E-03
-8.46E-04	-2.41E-03
-1.03E-03	-2.25E-03
-1.17E-03	-1.97E-03
-1.26E-03	-1.63E-03
-1.33E-03	-1.25E-03
-1.36E-03	-8.67E-04
-1.36E-03	-4.79E-04
-1.34E-03	-9.58E-05
-1.31E-03	2.79E-04
-1.26E-03	6.48E-04
-1.18E-03	9.95E-04
-1.09E-03	1.34E-03
-9.89E-04	1.66E-03
-8.74E-04	1.98E-03
-7.49E-04	2.28E-03
-6.14E-04	2.57E-03
-4.69E-04	2.85E-03
-3.15E-04	3.12E-03
-1.53E-04	3.38E-03
1.58E-05	3.63E-03
1.92E-04	3.87E-03
3.76E-04	4.11E-03
5.65E-04	4.33E-03
7.61E-04	4.55E-03
9.63E-04	4.76E-03
1.17E-03	4.97E-03
1.38E-03	5.17E-03
1.60E-03	5.36E-03
1.83E-03	5.55E-03
2.05E-03	5.73E-03
2.29E-03	5.91E-03
2.53E-03	6.09E-03
2.77E-03	6.26E-03
3.02E-03	6.42E-03
3.27E-03	6.59E-03
3.53E-03	6.75E-03
3.79E-03	6.90E-03
4.06E-03	7.06E-03
4.33E-03	7.21E-03
4.61E-03	7.36E-03
4.89E-03	7.50E-03
5.18E-03	7.65E-03
5.47E-03	7.79E-03
5.77E-03	7.93E-03
6.07E-03	8.07E-03
6.37E-03	8.20E-03
6.69E-03	8.34E-03
7.00E-03	8.47E-03
